"ID","DemAffl","DemAge","DemGender","PromClass","PromSpend","PromTime","TargetBuy"
47044626,10,63,"F","Gold",12053.35,6,0
50531244,9,30,"F","Tin",0.01,4,0
44474018,6,68,"F","Gold",12000,8,0
10032649,4,68,"M","Gold",10800,9,0
6387071,6,NA,"F","Silver",200,1,0
43540564,11,62,"M","Tin",0.01,8,0
24179485,12,54,"F","Gold",18106.69,6,1
80322,6,53,NA,"Tin",0.01,5,0
3731588,13,76,"F","Gold",17554.29,14,1
45248054,5,40,"M","Tin",0.01,9,1
52201128,5,65,"F","Silver",1000,6,0
34133140,6,NA,"F","Silver",2200,9,0
29782961,8,36,"F","Gold",6000,3,1
30148707,9,38,"F","Silver",3300,4,1
33370725,10,37,NA,"Tin",0.01,5,0
32558887,5,73,"F","Gold",6000,6,0
38982508,7,45,"U","Silver",5000,1,0
34585903,12,58,"F","Silver",250,10,0
12972002,16,44,"F","Silver",480,7,1
24711705,4,48,"F","Silver",4000,8,0
7510160,6,71,"M","Gold",18266.31,11,0
3546357,12,49,"F","Silver",600,5,1
3581411,2,61,"U","Gold",8513,4,0
13315137,NA,60,"M","Silver",3000,2,0
14911825,7,60,"M","Tin",0.01,11,1
46952065,8,30,"M","Tin",0.01,5,0
14882752,7,71,"F","Silver",1000,8,0
17283744,7,47,"U","Silver",4118.76,5,0
22185380,12,54,"M","Gold",6000,1,0
44464268,11,57,"M","Gold",10500,4,0
13787683,4,35,NA,"Tin",0.01,4,1
52261260,5,22,"F","Silver",2564.61,5,0
2792567,10,56,"U","Gold",6000,1,1
12892971,6,30,"F","Tin",0.01,4,1
29909848,11,NA,"M","Silver",50,11,0
34814082,8,48,NA,"Gold",6000,1,0
30547202,7,63,"F","Gold",12000,8,0
21592446,14,61,"U","Gold",11050.41,9,0
33471220,10,40,"F","Tin",0.01,7,0
28691415,8,55,NA,"Tin",0.01,9,0
35514392,11,49,"M","Silver",0.02,8,0
9912037,9,38,"F","Silver",500.01,10,1
24988073,11,43,"M","Silver",300,8,0
4354982,9,72,"F","Gold",10937.59,8,0
46175930,10,63,"M","Silver",3500.01,8,0
36370700,6,67,"F","Gold",6000,4,0
52724139,20,77,"F","Gold",14000,14,1
28573439,15,36,"F","Tin",0.01,7,1
40745696,5,56,"M","Silver",1000.01,5,0
45976220,6,56,NA,"Silver",600,8,0
40409130,12,65,"M","Gold",6315,5,0
12451193,6,76,"M","Platinum",29035.46,12,0
15536661,7,56,"M","Silver",130,32,0
7207336,7,NA,"F","Tin",0.01,5,0
25669044,8,56,"F","Tin",0.01,9,0
275700,10,36,"F","Silver",1000,9,1
43305255,12,53,"U","Tin",0.01,7,1
52270804,5,55,"M","Silver",600,9,0
29262879,10,36,"F","Gold",8000,6,0
7603908,11,68,"F","Gold",8000.9,26,0
18105459,6,52,"F","Gold",8385,1,0
1024248,13,72,"F","Tin",0.01,8,0
17825156,7,67,"M","Silver",3000,5,0
10497803,8,63,"F","Gold",19050,14,0
49711220,4,56,"M","Gold",6000,1,0
21759952,4,50,"U","Silver",3000,3,0
34213275,11,64,NA,"Gold",18400,8,1
36321415,6,50,"F","Tin",0.01,5,0
49453760,7,47,"F","Tin",0.01,5,0
15529622,8,41,"F","Tin",0.01,5,1
42332151,17,37,"F","Silver",1020,5,1
47769531,15,37,"M","Silver",3000,3,1
49500807,11,NA,"M","Tin",0.01,8,0
18525113,9,52,"F","Gold",10600,8,0
43877925,7,59,"U","Silver",2000,9,0
5919746,9,46,"F","Silver",600,8,1
7197284,8,30,"F","Tin",0.01,9,0
33938713,15,60,"F","Platinum",20194.13,12,0
12392308,10,64,"F","Silver",1000,10,0
45291804,13,45,"F","Tin",0.01,7,1
47850592,9,34,"F","Silver",1000,6,1
5945348,4,52,"F","Gold",12000,8,0
14388030,10,48,NA,"Tin",0.01,5,0
11140798,14,66,"F","Gold",18000,5,0
35208399,6,45,"F","Silver",4500,3,0
31634989,6,67,NA,"Gold",16000,4,0
39988178,4,71,"M","Gold",6000.01,8,0
49995849,9,34,"U","Silver",1000,12,0
3585573,11,44,"F","Gold",6053.35,7,0
23897600,11,40,"F","Silver",0.02,9,0
8619654,7,54,"F","Platinum",22053.34,4,0
25399365,9,48,"U","Silver",4000,5,0
3901181,7,74,NA,"Gold",8500,8,0
10184651,9,37,NA,"Silver",470,9,0
35132384,7,54,"F","Gold",6000,4,0
7169485,10,63,"F","Silver",1100,9,0
52501970,11,44,"F","Gold",20000,26,0
3544737,11,NA,"F","Gold",8400,11,0
15855600,7,49,"F","Tin",0.01,5,0
34278989,5,49,"M","Gold",20000,4,0
17406617,12,54,"F","Tin",0.01,5,0
9590846,5,NA,"F","Gold",17300,9,0
1692658,7,63,"M","Gold",7500,5,0
38036203,5,70,"M","Gold",6000,4,0
43604716,4,56,"F","Silver",2500,5,0
52719569,7,48,"M","Silver",3000,5,0
18586996,9,NA,"F","Gold",10000,2,0
2996030,7,59,"F","Silver",5000,4,0
23937114,8,36,"U","Tin",0.01,5,0
2330202,8,36,"F","Tin",0.01,8,1
3780597,6,70,"F","Gold",14100,8,0
30617243,15,33,"F","Silver",360,9,1
30058619,9,52,"M","Tin",0.01,5,0
47430240,9,53,NA,"Silver",70.01,8,0
32939295,10,34,"F","Tin",0.01,4,1
49249411,6,47,"F","Gold",6000,2,0
13652605,6,NA,"F","Platinum",40000,NA,0
38163884,8,63,"M","Silver",2500.01,4,0
3479323,7,63,"M","Gold",10000,NA,0
27445852,10,69,"M","Gold",9300,10,0
15668347,13,63,NA,"Gold",6000,5,0
18591329,10,47,"M","Tin",0.01,7,0
47736323,NA,NA,"M","Tin",0.01,4,1
36438916,6,64,"F","Silver",1200,9,1
32881688,7,57,"F","Gold",6000,5,0
10027041,5,75,NA,"Silver",2000,4,0
47700477,5,72,NA,"Silver",2500,9,0
45196658,13,72,"F","Gold",10000,4,1
3817156,8,65,"F","Tin",0.01,4,1
11875631,8,72,"F","Gold",9000,8,0
6906443,10,49,"M","Silver",1200,4,0
12322016,21,35,"F","Gold",6000,7,1
36908084,7,51,NA,"Tin",0.01,8,0
24235571,9,56,"F","Gold",6000,2,0
29387000,7,43,"F","Tin",0.01,8,0
3940519,9,50,"F","Gold",13200,9,0
52820570,3,54,"F","Platinum",23000,3,1
52722950,9,74,"M","Gold",6000,4,0
9819703,6,57,"M","Gold",6000,1,0
25489216,9,72,"F","Silver",500,6,1
8062560,8,55,"F","Silver",20,19,0
44144581,8,46,"M","Tin",0.01,8,0
16068815,21,40,"F","Tin",0.01,8,1
28912306,15,55,"F","Gold",8400,8,1
12434647,12,49,"U","Gold",6000,1,0
4469127,9,42,"M","Tin",0.01,8,1
29849497,NA,40,"F","Tin",0.01,5,1
30600,9,49,"F","Tin",0.01,8,0
7020651,7,77,"F","Gold",15000,5,0
38852175,NA,37,"F","Tin",0.01,5,1
31680417,6,47,NA,"Tin",0.01,4,0
40406034,8,46,"F","Silver",1500,5,0
48285414,6,70,"M","Silver",5000,9,0
18590314,10,54,"F","Gold",6400,2,1
36358068,7,73,"F","Silver",100.01,8,0
1150820,5,58,"F","Gold",6000,22,0
6258417,10,49,NA,"Tin",0.01,8,0
26033321,7,40,"F","Silver",420,5,0
11427825,7,74,"F","Gold",6000,5,1
31395720,10,44,"F","Silver",420,8,0
20143907,NA,56,"F","Gold",18000,9,0
29488893,8,50,"M","Gold",6053.34,4,0
11012544,2,64,NA,"Gold",18105.32,7,0
9685383,10,75,NA,"Tin",0.01,9,0
38449125,3,52,"M","Silver",3000,8,0
10037071,7,62,"F","Gold",9300,9,0
47433932,8,52,"F","Silver",650.01,9,0
6291058,9,46,"F","Silver",4200,3,0
31686520,7,56,"F","Silver",1000,5,1
49574002,10,76,"M","Gold",6000,5,0
37581852,12,57,"F","Silver",0.02,9,0
36124946,6,59,"U","Silver",3000.01,8,0
32737188,10,54,NA,"Tin",0.01,8,0
43253808,10,76,"M","Silver",1000,33,0
28615816,10,62,"F","Silver",1000,2,0
23500352,NA,NA,"F","Silver",1500,11,1
35090070,7,78,NA,"Silver",1185.13,7,0
6736564,10,54,"M","Gold",6000,4,1
6693865,NA,56,"F","Gold",6107.64,4,0
32490611,7,34,"U","Gold",5400,5,0
25820133,7,NA,"F","Tin",0.01,5,0
46033701,8,58,"F","Gold",6000,11,1
42296937,9,51,NA,"Gold",6980,8,1
4139666,7,NA,"F","Tin",0.01,5,1
36182725,NA,78,"F","Gold",6000,26,0
3728129,6,52,"F","Silver",1000,11,0
38325698,12,63,"F","Silver",1100,8,1
27160343,NA,70,"F","Tin",0.01,8,0
16207637,10,50,"F","Silver",5000,4,0
33567723,8,53,"M","Tin",0.01,7,0
3978524,5,41,"F","Tin",0.01,8,1
51257421,5,NA,"F","Tin",0.01,7,0
18480306,6,43,"F","Silver",1000,11,1
33785585,5,71,"F","Silver",3500,18,0
29180732,NA,69,"F","Silver",600,8,0
2997789,8,53,"M","Silver",1000,5,0
45767949,6,72,"F","Platinum",46000,12,0
9491031,7,60,NA,"Tin",0.01,4,0
12191027,14,NA,"F","Tin",0.01,5,1
42463787,3,58,"M","Tin",0.01,9,0
32592589,9,44,"F","Tin",0.01,8,1
41497564,5,37,"F","Gold",8000,1,1
33679068,12,49,NA,"Silver",2000,1,0
15339696,10,69,NA,"Platinum",20505.32,5,0
28559215,7,49,"F","Gold",6000,4,1
3896765,7,52,"U","Tin",0.01,10,0
26566435,8,79,"F","Gold",6053.35,6,0
11963301,12,35,"M","Gold",6000,3,1
49056435,8,59,"M","Tin",0.01,5,0
49379846,13,40,"F","Tin",0.01,7,0
46009959,NA,67,"M","Gold",12000,7,0
34350388,15,75,NA,"Silver",4000,4,0
31818150,9,64,"M","Silver",3000,8,0
41446617,16,39,"M","Silver",4000,1,1
46770889,10,34,"F","Tin",0.01,7,1
24603619,8,53,"M","Silver",3000,3,0
41339721,9,35,"F","Silver",50,6,1
32477720,15,50,"F","Silver",4500,11,0
34499950,8,52,"F","Gold",6000,1,0
3747085,10,71,"F","Gold",6000,5,0
52301688,8,69,"M","Silver",550,2,0
38801538,13,38,"F","Silver",3000,4,1
9543686,9,70,"F","Gold",6105.32,21,0
27407578,7,44,"M","Silver",4000.01,8,1
28848187,6,30,"M","Silver",1200.01,6,0
3679535,7,69,"U","Silver",2000,9,0
3489051,7,74,"F","Tin",0.01,8,0
28267508,10,71,"M","Gold",6000,5,0
32768890,8,68,"M","Gold",13000,4,1
45007561,8,31,NA,"Tin",0.01,4,1
33039352,9,54,"F","Silver",1000,5,0
16670922,13,59,"F","Gold",6107.64,4,0
46974328,11,70,"F","Gold",12000,15,1
14739542,7,50,"F","Gold",10000,2,0
46938542,8,50,"M","Gold",6000,2,0
10727531,8,61,NA,"Gold",7500,4,0
51242068,5,62,NA,"Tin",0.01,4,0
42749419,11,32,"F","Silver",150,6,0
35580689,8,39,"M","Silver",50.01,8,1
8267995,4,38,"M","Gold",9107.64,5,0
25833510,9,62,"F","Gold",5634.13,4,0
52743753,9,46,"M","Gold",10000,3,0
30029384,10,53,"F","Silver",5000,4,0
50863751,8,63,"M","Gold",6025,3,0
18449166,7,34,"F","Silver",420,5,1
17851807,14,38,"F","Tin",0.01,8,1
287628,6,45,"F","Tin",0.01,5,0
46863070,5,NA,"F","Gold",8400,2,0
45315738,12,50,"F","Tin",0.01,7,1
33985444,NA,59,"F","Gold",7500,5,0
26975777,5,NA,"M","Silver",4500,2,0
23671378,11,58,"F","Silver",600,1,0
45542211,13,61,"F","Silver",2000,1,0
33737246,9,53,"M","Tin",0.01,5,0
32929370,10,66,"M","Tin",0.01,8,0
24500267,8,42,"F","Gold",6000,1,1
31750890,5,30,"F","Tin",0.01,4,1
5956803,11,46,"U","Silver",1200,1,0
27119793,8,70,"M","Platinum",30000,24,0
31967473,14,51,"F","Tin",0.01,8,1
35516263,9,64,NA,"Silver",5000,4,0
3864111,8,43,"M","Tin",0.01,7,0
26102439,8,NA,"M","Tin",0.01,5,0
30188504,7,44,"U","Platinum",30000,4,0
7114990,11,62,"F","Silver",1500,5,1
34840741,7,43,"F","Tin",0.01,7,0
41438606,4,59,"M","Tin",0.01,4,0
35341676,6,NA,"F","Tin",0.01,4,0
10256091,15,53,"F","Silver",3500,2,1
31737737,3,39,"M","Tin",0.01,6,0
25893394,10,73,"F","Gold",13624.29,6,0
17581648,13,64,"F","Gold",12000,10,1
25092715,11,44,"F","Silver",2500,2,1
30039088,10,58,"F","Tin",0.01,5,0
8548293,10,71,"M","Gold",12000,12,1
1115014,12,NA,"F","Gold",9000,11,0
52326486,5,41,"M","Tin",0.01,8,0
37460982,14,43,"M","Silver",100,7,0
41585900,9,79,"F","Platinum",32050,32,0
30242975,13,NA,"M","Tin",0.01,10,1
35557776,13,44,NA,"Silver",1500,11,0
28990560,10,57,"M","Platinum",42078.35,11,0
35831550,19,NA,"F","Gold",6000,8,0
49694806,11,61,"F","Tin",0.01,8,0
6571948,8,36,"F","Tin",0.01,5,1
223182,9,79,"F","Silver",5000,5,0
23886005,12,39,"F","Tin",0.01,6,1
4747925,9,68,"M","Gold",12132.64,4,0
29163129,NA,53,"M","Silver",3000,5,0
8510954,10,54,"M","Silver",420,5,0
13158813,12,58,"F","Silver",600,15,1
33324693,6,64,"M","Silver",3000,1,0
31290884,9,44,"F","Tin",0.01,5,1
38229257,9,31,"F","Silver",420,4,0
5969956,13,67,"F","Silver",960,4,0
52023688,16,32,NA,"Tin",0.01,8,1
12591858,12,51,"M","Gold",10000,1,0
11321946,10,NA,"M","Tin",0.01,5,0
46613406,10,57,"F","Gold",6000,4,1
3497674,6,58,"M","Platinum",20610.65,3,0
9723986,14,25,"F","Silver",1500,5,1
27418766,11,67,"F","Gold",6000,2,0
35147853,11,63,"F","Tin",0.01,8,0
33939817,8,69,"M","Gold",6000,3,0
30535778,9,36,"F","Silver",1420.01,8,1
44283042,11,58,"U","Gold",6000,2,0
34815739,5,NA,"F","Silver",3000,3,0
36992883,9,71,"M","Gold",6000,7,0
5558212,10,56,"M","Gold",6000,4,0
3796442,11,48,"M","Tin",0.01,5,0
44270625,5,50,"F","Silver",3000,3,1
42463264,NA,57,"M","Platinum",21000,8,0
47580692,24,35,"F","Silver",1000,5,1
15463494,15,44,"F","Tin",0.01,5,1
18785530,7,71,"M","Gold",7628.69,13,0
7933851,4,62,"M","Silver",4000,5,0
8551456,8,70,"F","Gold",18000,3,1
35137041,11,61,"F","Gold",12871.33,8,1
44465787,7,72,"M","Tin",0.01,8,0
28479173,NA,56,"F","Platinum",20281.14,3,1
34471835,7,57,"F","Gold",7500,9,0
13200402,9,63,"M","Gold",6000,1,0
8480397,4,43,"U","Gold",6000,2,0
48896162,9,43,"F","Tin",0.01,5,1
26023962,7,71,"F","Tin",0.01,18,0
51349148,15,60,"M","Gold",6000,5,1
30134064,10,45,NA,"Silver",3500,9,0
44092891,3,65,"M","Gold",5042.59,15,0
18639380,9,58,NA,"Gold",10000,6,0
23918284,11,74,NA,"Silver",3000,5,0
44983567,8,29,"M","Silver",1690.5,4,1
13622927,6,53,NA,"Gold",5500.01,8,0
46899865,9,52,"F","Gold",6105.32,7,0
7993722,9,33,"F","Gold",7086.67,8,0
35059776,4,44,"M","Silver",3000,1,0
18522475,11,54,"F","Tin",0.01,8,1
26750147,7,34,"F","Silver",1000,1,1
26773619,9,55,"F","Silver",420,10,0
52666805,7,69,"F","Gold",6107.64,5,0
19876998,9,52,"F","Silver",3500,10,0
9694153,10,NA,"U","Silver",5000,6,0
15878686,9,29,"F","Tin",0.01,5,1
14907135,7,28,"U","Gold",8000,1,0
27757110,4,67,"F","Gold",6000,8,0
28821947,4,67,"F","Gold",6105.33,7,0
10087591,10,55,"M","Silver",2500,8,0
39768348,9,50,"F","Silver",3000,9,0
2981823,16,60,"M","Silver",3000,2,0
32569471,12,63,"F","Silver",3000,8,0
10081968,6,55,"M","Silver",2000,21,0
3698939,12,55,"F","Gold",14800,28,0
15313301,9,68,"F","Silver",3000.01,8,0
34833028,13,59,NA,"Tin",0.01,5,1
28415736,14,37,"F","Silver",3000,7,1
21218927,4,43,"M","Tin",0.01,5,0
24580058,6,65,NA,"Gold",6105.32,7,0
7901666,10,35,"F","Silver",1000,3,1
4100425,9,34,"M","Tin",0.01,4,0
31906180,6,47,"U","Silver",5000,6,0
7377789,5,55,"M","Tin",0.01,8,0
16353854,5,71,"F","Gold",6000,4,0
18703208,7,53,"F","Tin",0.01,7,0
31560934,6,39,"F","Tin",0.01,8,1
35104909,9,37,"F","Silver",100,11,0
248258,9,58,"F","Silver",5000,5,0
40498591,6,31,"F","Gold",6000,1,1
486701,9,58,"F","Silver",3000,9,0
27073971,11,56,"M","Gold",6000,4,0
43623818,9,62,"M","Gold",6105.32,11,0
40627162,8,48,"M","Tin",0.01,5,0
35569774,11,60,"F","Tin",0.01,5,0
52388899,8,72,"U","Silver",1862.83,17,0
6516521,16,76,"F","Gold",6000,2,1
8215626,11,45,"F","Gold",15679.84,14,0
28688481,22,NA,"F","Gold",12000,8,1
45823970,9,71,"F","Silver",1050,12,0
35392416,12,64,NA,"Silver",600,12,1
50901564,10,71,"F","Platinum",22973.06,32,0
30535557,NA,54,"F","Tin",0.01,9,0
7486685,10,69,"F","Gold",10000,16,0
17215919,NA,NA,"M","Platinum",38493.5,3,0
36091215,15,49,"F","Silver",5000,1,1
30290201,NA,33,"M","Tin",0.01,4,1
7212038,7,59,"F","Silver",1000,5,0
42323799,5,76,"F","Gold",6000,2,0
10865659,NA,38,"F","Gold",7300,5,1
10281320,5,30,"F","Silver",50,2,0
25577883,10,74,"M","Gold",7553.35,14,0
8374481,NA,41,"F","Silver",1050,7,1
8332525,NA,NA,"F","Silver",5000,12,1
35259805,8,69,"M","Silver",5000,2,0
312762,8,41,"F","Silver",1675,7,1
12068225,11,43,"M","Tin",0.01,6,1
22803432,22,36,"U","Tin",0.01,4,1
26282887,10,66,"F","Tin",0.01,8,0
45105539,6,67,"F","Gold",6000,2,1
42419494,10,65,"F","Silver",2000,5,1
8048223,9,58,"F","Gold",8400,11,1
20249802,12,48,"F","Gold",6000,2,1
35884629,13,48,"F","Tin",0.01,5,0
12390836,12,NA,"F","Platinum",20220.34,3,0
33983913,8,NA,"U","Silver",360,9,0
39883848,5,48,"M","Silver",50,9,0
38199722,14,NA,"F","Gold",12000,8,0
32951104,8,45,"F","Platinum",23461.9,11,0
41937211,8,48,"M","Silver",4000,4,0
15797252,6,48,"M","Silver",1050,7,0
35273387,8,64,"F","Gold",8600,8,1
3661091,10,47,"F","Silver",37.01,2,0
3563790,4,42,"F","Silver",4884.25,8,1
10877126,11,43,"M","Silver",420,11,0
17341434,3,52,"F","Silver",300,9,0
41840765,12,75,"F","Silver",1000,4,0
41341157,16,49,"F","Gold",6807.84,9,1
3681505,10,72,"F","Gold",6000,25,0
38685970,10,56,"M","Gold",6053.35,10,0
14118440,6,64,"M","Gold",12000,2,0
14705273,12,59,"F","Gold",12107.64,6,1
4674928,15,69,"F","Gold",12000,11,1
30097835,9,66,"M","Gold",6000,2,0
4596463,7,58,"F","Tin",0.01,8,0
8822751,7,48,"F","Tin",0.01,6,0
15548929,9,48,"F","Gold",15000,4,0
2935112,13,57,"F","Tin",0.01,9,0
32926363,12,54,"F","Silver",2000,6,1
3035840,3,57,"F","Silver",2500,6,0
6260586,12,47,"F","Tin",0.01,4,0
10237356,7,56,"M","Tin",0.01,5,0
3812537,23,38,"M","Gold",5400,1,1
8613656,9,41,"F","Gold",18421.25,8,0
14667339,14,30,"F","Silver",489.91,11,1
39073846,6,74,"F","Platinum",20000.01,7,0
21961786,11,48,NA,"Silver",500.01,9,0
26144387,NA,37,"F","Gold",6000,1,1
9906592,NA,49,"M","Tin",0.01,8,0
8650268,15,48,"M","Silver",1218.22,2,0
18528074,10,52,NA,"Gold",18000,2,0
35223819,NA,77,"F","Gold",6053.35,7,0
32735240,5,NA,"M","Gold",6000,3,0
7941021,5,54,"F","Tin",0.01,7,1
11553626,10,52,NA,"Silver",2000,1,0
39266644,11,54,NA,"Silver",300,9,0
29736110,8,51,"M","Silver",360,11,0
52856469,3,75,NA,"Gold",6000,2,0
14484498,13,73,"F","Silver",700,9,0
19931115,5,78,"U","Silver",1000,18,0
3957195,6,75,NA,"Silver",1000,12,0
36564024,NA,53,"F","Silver",2500,9,0
35723943,11,33,"M","Tin",0.01,8,0
4419421,7,54,NA,"Silver",1200,5,0
20079656,9,NA,NA,"Gold",9000,8,0
35533656,8,51,"M","Silver",600.02,5,0
17155819,7,45,"F","Silver",3500,8,0
15098710,6,65,"F","Silver",3000,8,0
25602373,10,46,NA,"Gold",6000.01,9,1
35331000,4,53,"M","Gold",5300,9,0
44932784,9,61,"F","Tin",0.01,35,0
3729052,5,35,"U","Silver",300,2,0
5931509,8,53,"M","Gold",6058.76,3,0
3874494,10,64,"F","Silver",100,1,1
36081945,6,58,"M","Silver",5000,6,0
31718066,12,NA,"F","Gold",15000,3,1
36087102,4,70,"F","Silver",1200,5,0
3538494,6,77,"F","Gold",6000,32,0
48573711,7,60,"M","Tin",0.01,7,0
37993069,6,32,"F","Silver",500,4,0
25276352,11,61,"U","Gold",6000,2,0
33752679,9,66,"M","Gold",6000,5,0
3836223,7,47,"M","Tin",0.01,5,0
3621391,9,19,"F","Gold",6000,1,0
34431485,13,45,"F","Tin",0.01,8,0
7933401,12,62,"U","Silver",500,9,0
43208390,7,51,"F","Tin",0.01,4,1
44296497,4,43,"M","Gold",10384.25,8,0
35786740,8,57,"M","Silver",3192.67,4,0
16647637,NA,43,"F","Tin",0.01,5,1
19482663,8,36,"F","Silver",1000,1,0
15203964,6,61,"F","Silver",300.01,9,0
7131305,10,49,"F","Silver",0.02,8,0
27179354,11,36,NA,"Silver",1500,9,1
30224187,7,65,"F","Gold",12000,2,0
36192577,7,40,"F","Silver",600,1,1
46486102,7,37,"F","Tin",0.01,9,1
28892941,13,41,"F","Silver",420,7,1
30617847,9,60,"F","Tin",0.01,5,0
8672954,11,58,"F","Tin",0.01,12,0
1128353,5,70,"F","Silver",3500,5,0
48098380,15,48,"F","Gold",10000,4,0
31805473,NA,59,"F","Silver",5000,15,0
17046734,5,NA,NA,"Silver",0.02,5,0
9373322,9,33,"F","Gold",6315,4,0
24019909,10,54,"U","Gold",6000,1,0
39204452,6,43,"F","Tin",0.01,11,0
5923697,7,75,"F","Gold",12652.53,2,0
346225,6,53,"M","Silver",3000,6,1
37727547,4,64,NA,"Tin",0.01,7,0
83852,13,NA,"F","Silver",5000,4,0
30806224,13,59,"F","Silver",3000,3,1
12797359,5,64,"M","Silver",1000,6,0
51137400,10,NA,"M","Silver",2534.25,7,0
47982642,9,36,"F","Silver",1000,5,1
12544914,15,52,"F","Gold",6000,1,0
4845722,8,29,"F","Silver",35,3,0
7448317,11,62,"M","Gold",12000,10,0
37312649,4,NA,"M","Silver",4884.25,8,0
30426219,8,35,"F","Tin",0.01,8,1
18330142,NA,25,"F","Silver",2000,6,1
47989892,10,61,"F","Gold",6000,2,0
25330357,6,45,"F","Tin",0.01,8,0
30468574,11,37,"F","Silver",3000,11,1
9853898,NA,58,"F","Silver",600,4,0
41539330,5,50,NA,"Tin",0.01,5,0
6986129,NA,47,"M","Silver",4000,1,0
823961,8,52,"F","Gold",6000,2,0
7755546,6,57,"F","Tin",0.01,4,0
10096175,16,61,NA,"Silver",500,9,0
35082603,19,53,"F","Gold",10000,2,1
13642367,10,57,"F","Gold",10000,2,1
35848207,8,62,"F","Silver",3000,3,1
41844914,9,36,"F","Tin",0.01,8,1
47391687,9,52,"M","Silver",600,NA,0
33390181,13,46,"F","Silver",1500,10,0
6925391,7,70,"U","Gold",6000,14,0
6960103,5,41,NA,"Gold",11500,4,0
29082749,4,70,"F","Platinum",24600,14,0
41449667,10,38,"F","Tin",0.01,4,1
19840160,6,67,"M","Gold",16486.99,12,0
39648261,6,59,"U","Gold",6000,2,0
6926681,3,59,"F","Gold",6000,1,0
29967694,12,53,"F","Silver",3000,2,0
49442149,13,71,"F","Tin",0.01,5,0
34977194,6,50,"F","Silver",1480,11,0
35478035,NA,56,"M","Silver",1000,10,0
1878794,5,58,"F","Platinum",21000,9,0
36441445,6,67,"M","Silver",3026.67,7,0
33809581,11,51,"M","Silver",5000,1,0
25889311,11,78,"M","Gold",5800,17,0
35543554,11,55,"F","Gold",6000,NA,0
11995335,14,56,"F","Gold",6107.64,6,0
48098916,3,73,"F","Silver",100,9,0
42279390,7,74,"F","Silver",3571.56,5,0
40629327,18,51,"F","Silver",636.57,6,1
16538927,9,72,"M","Gold",10000,14,0
22575162,9,61,"F","Silver",5000,18,0
34912700,4,47,"M","Silver",100,1,0
27907643,5,42,"F","Tin",0.01,7,1
38005898,10,58,"F","Gold",6000,2,0
30412218,10,39,"F","Silver",3000,5,1
41236140,6,70,"F","Silver",3800,8,0
22580859,4,40,"F","Silver",3050,8,0
47441331,8,39,"F","Silver",1000,6,1
34604789,7,43,NA,"Silver",900,8,1
36016388,10,55,"M","Silver",3052.66,7,0
42976253,11,63,"F","Tin",0.01,7,0
45283518,15,33,"F","Tin",0.01,5,1
37617059,7,50,"F","Tin",0.01,8,0
17281407,10,51,"U","Silver",1000,4,0
38342142,3,74,"F","Gold",6053.35,5,0
10280448,9,35,"M","Silver",50.01,7,0
35009825,NA,42,"M","Silver",1500,5,1
34885800,6,70,"U","Silver",4842.12,9,0
12300195,2,70,NA,"Silver",3000,2,0
19549490,7,54,"M","Tin",0.01,8,0
30040345,11,35,"F","Silver",420,5,1
1104136,13,NA,"M","Silver",980,5,1
34994544,7,71,"M","Platinum",30156.69,7,1
40326928,7,67,"M","Gold",10000,5,0
44376903,8,61,"M","Silver",2000,6,0
13408542,6,56,"F","Gold",6105.3,0,0
4199219,7,51,"F","Gold",17217.78,4,0
29950139,6,56,"F","Tin",0.01,7,0
1798863,13,38,"F","Tin",0.01,8,1
8094608,9,48,"M","Silver",100,14,0
5835577,10,64,NA,"Gold",12000,8,0
47540780,7,55,"F","Tin",0.01,4,0
48621848,9,51,"F","Tin",0.01,8,0
2094428,14,76,"F","Silver",500,9,1
12728888,9,58,"M","Tin",0.01,5,0
6042503,10,75,"M","Tin",0.01,9,0
18881920,18,48,"M","Tin",0.01,8,1
39288796,13,72,NA,"Silver",3000,2,0
97802,7,55,"M","Silver",2000,1,0
32546129,7,NA,"F","Gold",6000,3,0
8618135,12,32,"F","Silver",0.02,4,1
30503620,NA,49,"F","Gold",9600,8,1
3701859,6,49,"M","Tin",0.01,5,0
5929563,5,72,"F","Gold",12158.67,8,0
10567631,6,39,"M","Silver",1000,4,0
43950983,5,72,"M","Gold",9000,8,0
49526636,8,63,NA,"Silver",3000,8,0
40037489,9,51,"F","Gold",7500,1,1
28312449,6,52,"F","Gold",6000,2,0
47763274,4,52,NA,"Tin",0.01,10,0
42315559,11,43,"M","Silver",3000,5,1
11190655,9,45,"F","Tin",0.01,5,0
9979808,8,46,NA,"Silver",1000,5,0
12521582,12,43,"F","Silver",3500,5,1
33422717,3,47,"U","Silver",1000,5,0
41742879,5,57,"F","Silver",3000,7,0
17922399,6,NA,"F","Tin",0.01,8,0
23583592,10,57,"F","Tin",0.01,5,1
3529592,NA,48,"F","Tin",0.01,3,0
11939737,11,48,NA,"Tin",0.01,5,0
42433926,7,51,"F","Silver",3000,8,0
2034743,19,38,"F","Tin",0.01,9,1
33526270,9,37,"F","Tin",0.01,8,1
31876397,6,73,NA,"Silver",1000,9,0
35322116,14,65,"M","Gold",8000,1,0
24742112,2,51,"F","Silver",3600,11,0
39844729,8,37,"M","Tin",0.01,10,1
9918477,8,45,"U","Tin",0.01,4,0
9960570,13,54,"F","Gold",6000,2,1
806994,6,56,NA,"Tin",0.01,5,0
42312436,7,67,"F","Silver",3000,8,0
